taxi_id,datetime_str,longitude,latitude,time_diff,distance,speed_mps,speed_kmph,is_outlier_time,is_outlier_speed,is_outlier_distance,is_outlier,is_speeding
534,2008-02-02 13:31:06,116.45852,39.8768,,,,,False,False,False,False,False
534,2008-02-02 13:31:21,116.45852,39.8768,0.25,0.0,0.0,0.0,False,False,False,False,False
534,2008-02-02 13:31:36,116.45852,39.8768,0.25,0.0,0.0,0.0,False,False,False,False,False
534,2008-02-02 13:31:51,116.45841,39.8772,0.25,45.3988704044845,3.0265913602989665,10.89572889707628,False,False,False,False,False
534,2008-02-02 13:32:06,116.45843,39.87719,0.25,2.039634097588114,0.13597560650587426,0.48951218342114733,False,False,False,False,False
534,2008-02-02 13:32:21,116.45846,39.87723,0.25,5.129470386917656,0.34196469246117706,1.2310728928602375,False,False,False,False,False
534,2008-02-02 13:32:36,116.45847,39.87724,0.25,1.4016555976252718,0.09344370650835146,0.3363973434300653,False,False,False,False,False
534,2008-02-02 13:32:51,116.45844,39.87732,0.25,9.245899144279141,0.6163932762852761,2.2190157946269937,False,False,False,False,False
534,2008-02-02 13:33:06,116.45843,39.87736,0.25,4.52292889617312,0.301528593078208,1.0855029350815488,False,False,False,False,False
534,2008-02-02 13:33:21,116.4584,39.87743,0.25,8.18500960024423,0.5456673066829487,1.9644023040586154,False,False,False,False,False
534,2008-02-02 13:33:36,116.45838,39.87748,0.25,5.809275836891572,0.38728505579277145,1.3942262008539772,False,False,False,False,False
534,2008-02-02 13:33:51,116.45836,39.87751,0.25,3.7446782923891075,0.24964521949260718,0.8987227901733859,False,False,False,False,False
534,2008-02-02 13:34:06,116.45835,39.87753,0.25,2.379723223511693,0.15864821490077954,0.5711335736428064,False,False,False,False,False
534,2008-02-02 13:34:21,116.45834,39.87755,0.25,2.3797231407434203,0.15864820938289467,0.5711335537784208,False,False,False,False,False
534,2008-02-02 13:34:36,116.45834,39.87756,0.25,1.110322803831131,0.07402152025540873,0.26647747291947144,False,False,False,False,False
534,2008-02-02 13:34:51,116.45833,39.87758,0.25,2.379723018710732,0.15864820124738213,0.5711335244905756,False,False,False,False,False
534,2008-02-02 13:35:06,116.45833,39.87759,0.25,1.1103228096377509,0.07402152064251673,0.26647747431306024,False,False,False,False,False
534,2008-02-02 13:35:21,116.45832,39.8776,0.25,1.4016529207045048,0.09344352804696698,0.33639670096908114,False,False,False,False,False
534,2008-02-02 13:35:36,116.45832,39.8776,0.25,0.0,0.0,0.0,False,False,False,False,False
534,2008-02-02 13:35:51,116.45832,39.8776,0.25,0.0,0.0,0.0,False,False,False,False,False
534,2008-02-02 13:36:06,116.45832,39.8776,0.25,0.0,0.0,0.0,False,False,False,False,False
534,2008-02-02 13:36:21,116.45834,39.87754,0.25,6.878129199176285,0.4585419466117523,1.6507510078023082,False,False,False,False,False
534,2008-02-02 13:36:36,116.45829,39.87778,0.25,26.988845509613345,1.7992563673075563,6.477322922307203,False,False,False,False,False
534,2008-02-02 13:36:51,116.45831,39.8777,0.25,9.045856517539047,0.6030571011692698,2.1710055642093713,False,False,False,False,False
534,2008-02-02 13:37:06,116.45831,39.8777,0.25,0.0,0.0,0.0,False,False,False,False,False
534,2008-02-02 13:37:21,116.4583,39.87769,0.25,1.401652177195219,0.09344347847968128,0.3363965225268526,False,False,False,False,False
534,2008-02-02 13:37:36,116.4583,39.87768,0.25,1.110322829820432,0.07402152198802879,0.2664774791569037,False,False,False,False,False
534,2008-02-02 13:37:51,116.4583,39.87769,0.25,1.110322829820432,0.07402152198802879,0.2664774791569037,False,False,False,False,False
534,2008-02-02 13:38:06,116.4583,39.8777,0.25,1.110322830460396,0.07402152203069307,0.26647747931049504,False,False,False,False,False
534,2008-02-02 13:38:21,116.4583,39.87771,0.25,1.1103228342808493,0.07402152228538995,0.26647748022740386,False,False,False,False,False
534,2008-02-02 13:38:36,116.4583,39.87772,0.25,1.1103228342145746,0.07402152228097164,0.2664774802114979,False,False,False,False,False
534,2008-02-02 13:38:51,116.4583,39.87772,0.25,0.0,0.0,0.0,False,False,False,False,False
534,2008-02-02 13:39:06,116.4583,39.87772,0.25,0.0,0.0,0.0,False,False,False,False,False
534,2008-02-02 13:39:21,116.4583,39.87772,0.25,0.0,0.0,0.0,False,False,False,False,False
534,2008-02-02 13:39:36,116.4583,39.87772,0.25,0.0,0.0,0.0,False,False,False,False,False
534,2008-02-02 13:39:51,116.4583,39.87772,0.25,0.0,0.0,0.0,False,False,False,False,False
534,2008-02-02 13:40:06,116.45831,39.87772,0.25,0.8554598219277398,0.057030654795182656,0.20531035726265756,False,False,False,False,False
534,2008-02-02 13:40:21,116.45832,39.87774,0.25,2.3797223604456694,0.15864815736304463,0.5711333665069607,False,False,False,False,False
534,2008-02-02 13:40:36,116.45833,39.87777,0.25,3.439064132377129,0.22927094215847527,0.825375391770511,False,False,False,False,False
534,2008-02-02 13:40:51,116.45832,39.87778,0.25,1.4016515850723914,0.09344343900482609,0.3363963804173739,False,False,False,False,False
534,2008-02-02 13:41:06,116.45832,39.87779,0.25,1.1103228485892551,0.07402152323928367,0.2664774836614212,False,False,False,False,False
534,2008-02-02 13:41:21,116.45832,39.87779,0.25,0.0,0.0,0.0,False,False,False,False,False
534,2008-02-02 13:41:36,116.45832,39.87779,0.25,0.0,0.0,0.0,False,False,False,False,False
