7630,2008-02-02 13:30:47,116.45998,39.95873
7630,2008-02-02 14:22:24,116.45998,39.95873
7630,2008-02-02 15:28:13,116.46287,39.97338
7630,2008-02-02 15:28:19,116.46282,39.97335
7630,2008-02-02 15:43:10,116.4627,39.97327
7630,2008-02-02 15:43:32,116.46287,39.9726
7630,2008-02-02 15:49:32,116.4066,39.98728
7630,2008-02-02 15:52:50,116.40155,39.9917
7630,2008-02-02 15:52:56,116.4016,39.99163
7630,2008-02-02 15:58:56,116.40682,39.987
7630,2008-02-02 15:59:42,116.40965,39.9871
7630,2008-02-02 16:17:56,116.4643,39.96923
7630,2008-02-02 16:18:05,116.47873,39.93233
7630,2008-02-02 16:21:00,116.4732,39.92963
7630,2008-02-02 16:27:00,116.45862,39.92755
7630,2008-02-02 16:27:58,116.4596,39.92772
7630,2008-02-02 16:34:01,116.4786,39.92452
7630,2008-02-02 16:40:01,116.50018,39.91458
7630,2008-02-02 16:40:09,116.50027,39.9146
7630,2008-02-02 16:40:12,116.50032,39.9146
7630,2008-02-02 16:41:23,116.50452,39.9147
7630,2008-02-02 16:47:23,116.50608,39.91488
7630,2008-02-02 16:54:13,116.48467,39.91505
7630,2008-02-02 17:00:13,116.46688,39.92257
7630,2008-02-02 17:27:39,116.46688,39.92257
7630,2008-02-02 17:29:05,116.46548,39.9243
7630,2008-02-02 17:35:15,116.45572,39.9312
7630,2008-02-02 17:37:42,116.45097,39.927
7630,2008-02-02 17:43:42,116.4553,39.90925
7630,2008-02-02 17:49:42,116.45217,39.90712
7630,2008-02-02 17:53:44,116.4442,39.9079
7630,2008-02-02 18:05:12,116.45555,39.94088
7630,2008-02-02 18:11:12,116.43003,39.96813
7630,2008-02-02 18:17:12,116.44933,40.01667
7630,2008-02-02 18:32:28,116.4365,40.03095
7630,2008-02-02 18:38:28,116.45905,40.0192
7630,2008-02-02 18:44:28,116.46162,39.99932
7630,2008-02-02 18:56:28,116.4878,39.97062
7630,2008-02-02 19:00:22,116.49765,39.96703
7630,2008-02-02 19:05:41,116.49758,39.96743
7630,2008-02-02 19:11:41,116.52595,39.97668
7630,2008-02-02 19:15:27,116.52705,39.97588
7630,2008-02-02 19:15:30,116.52702,39.97588
7630,2008-02-02 19:15:32,116.527,39.97587
7630,2008-02-02 19:15:35,116.52698,39.97583
7630,2008-02-02 19:15:55,116.52695,39.97575
7630,2008-02-02 19:15:58,116.52695,39.97572
7630,2008-02-02 19:16:01,116.52695,39.97568
7630,2008-02-02 19:16:12,116.52675,39.97568
7630,2008-02-02 19:23:01,116.50365,39.97163
7630,2008-02-02 19:28:13,116.50062,39.97065
7630,2008-02-02 19:28:32,116.5004,39.97043
7630,2008-02-02 19:28:34,116.5002,39.97035
7630,2008-02-02 19:28:37,116.49983,39.97033
7630,2008-02-02 19:34:37,116.47547,39.966
7630,2008-02-02 19:40:37,116.48365,39.94207
7630,2008-02-02 19:46:37,116.47442,39.907
7630,2008-02-02 19:52:45,116.46685,39.90723
7630,2008-02-02 19:52:48,116.4667,39.9072
7630,2008-02-02 19:59:54,116.4575,39.90722
7630,2008-02-02 20:05:54,116.44418,39.91118
7630,2008-02-02 20:12:03,116.43485,39.91157
7630,2008-02-02 20:18:09,116.42575,39.90717
7630,2008-02-02 20:24:50,116.42183,39.90707
7630,2008-02-02 20:31:11,116.4097,39.90682
7630,2008-02-02 20:37:54,116.40275,39.9066
7630,2008-02-02 20:51:36,116.3876,39.9063
7630,2008-02-02 20:57:36,116.37013,39.90713
7630,2008-02-02 20:58:57,116.37042,39.90938
7630,2008-02-02 21:01:50,116.3704,39.90947
7630,2008-02-02 21:02:01,116.37043,39.91027
7630,2008-02-02 21:08:01,116.37102,39.92565
7630,2008-02-02 21:14:01,116.37298,39.93992
7630,2008-02-02 21:21:04,116.37235,39.94825
7630,2008-02-02 21:21:07,116.37233,39.94822
7630,2008-02-02 21:26:55,116.37058,39.9477
7630,2008-02-02 21:27:10,116.3705,39.94768
7630,2008-02-02 21:33:10,116.41207,39.94793
7630,2008-02-02 21:39:10,116.42893,39.91128
7630,2008-02-02 21:41:22,116.42328,39.9038
7630,2008-02-02 21:42:48,116.4233,39.90385
7630,2008-02-02 21:44:10,116.42478,39.907
7630,2008-02-02 21:50:38,116.43763,39.92202
7630,2008-02-02 21:56:38,116.44935,39.9261
7630,2008-02-02 22:02:32,116.4545,39.93237
7630,2008-02-02 22:08:32,116.45065,39.95485
7630,2008-02-02 22:14:43,116.45527,39.95113
7630,2008-02-02 22:20:43,116.4492,39.93568
7630,2008-02-02 22:27:16,116.45205,39.93168
7630,2008-02-02 22:27:21,116.45195,39.93203
7630,2008-02-02 22:27:26,116.45193,39.93222
7630,2008-02-02 22:33:26,116.46745,39.95172
7630,2008-02-02 22:39:26,116.49208,39.9587
7630,2008-02-02 22:40:57,116.49242,39.9585
7630,2008-02-02 22:45:41,116.48208,39.96978
7630,2008-02-02 22:51:41,116.48278,39.98492
7630,2008-02-02 22:57:41,116.47108,39.97815
7630,2008-02-02 23:03:41,116.45575,40.02563
