taxi_id,datetime_str,longitude,latitude,time_diff,distance,speed_mps,speed_kmph,is_outlier_time,is_outlier_speed,is_outlier_distance,is_outlier,is_speeding
8211,2008-02-02 13:48:41,116.44374,39.82533,,,,,False,False,False,False,False
8211,2008-02-02 13:58:41,116.44374,39.82534,10.0,1.110312777898108,0.0018505212964968465,0.0066618766673886476,False,False,False,False,False
8211,2008-02-02 14:08:41,116.44384,39.8259,10.0,62.76412761123003,0.10460687935205006,0.3765847656673802,False,True,False,True,False
8211,2008-02-02 14:18:41,116.44367,39.82543,10.0,54.17616227300434,0.09029360378834056,0.32505697363802605,False,True,False,True,False
8211,2008-02-02 14:28:41,116.44369,39.82539,10.0,4.759874495405437,0.00793312415900906,0.02855924697243262,False,False,False,False,False
8211,2008-02-02 14:38:41,116.44383,39.82549,10.0,16.338062751973624,0.027230104586622707,0.09802837651184175,False,False,False,False,False
8211,2008-02-02 14:48:41,116.44831,39.81739,10.0,977.7284548009509,1.6295474246682515,5.866370728805705,False,False,False,False,False
8211,2008-02-02 15:01:31,116.42479,39.83712,12.833333333333334,2975.4297666731823,3.864194502172964,13.91110020782267,False,False,False,False,False
8211,2008-02-02 15:05:48,116.42232,39.84532,4.283333333333333,934.6817493074803,3.636893966176966,13.092818278237079,False,False,False,False,False
8211,2008-02-02 15:11:31,116.41965,39.85711,5.716666666666667,1328.8568255614637,3.874218150324967,13.947185341169881,False,False,False,False,False
8211,2008-02-02 15:17:30,116.40143,39.85816,5.983333333333333,1563.4551272362285,4.355028209571667,15.678101554458,False,False,False,False,False
8211,2008-02-02 15:21:31,116.3934,39.8612,4.016666666666667,765.5437246659013,3.1765299778668106,11.435507920320518,False,False,False,False,False
8211,2008-02-02 15:27:30,116.39419,39.84471,5.983333333333333,1832.1622432612203,5.103515997942118,18.372657592591626,False,False,False,False,False
8211,2008-02-02 15:37:30,116.33935,39.83079,10.0,4941.961873445476,8.236603122409127,29.651771240672858,False,False,False,False,False
8211,2008-02-02 15:47:30,116.33952,39.80216,10.0,3178.853942489302,5.298089904148837,19.073123654935813,False,False,False,False,False
8211,2008-02-02 15:57:30,116.33845,39.74221,10.0,6656.895228335679,11.094825380559465,39.941371370014075,False,False,False,False,False
8211,2008-02-02 16:07:30,116.34259,39.72101,10.0,2380.4313917360164,3.967385652893361,14.2825883504161,False,False,False,False,False
8211,2008-02-02 16:17:30,116.3359,39.72102,10.0,573.6040989818273,0.9560068316363788,3.4416245938909635,False,False,False,False,False
8211,2008-02-02 16:30:01,116.32589,39.75955,12.516666666666667,4363.169541641112,5.809812971559404,20.915326697613853,False,False,False,False,False
8211,2008-02-02 16:37:30,116.31919,39.73632,7.483333333333333,2642.3729245320314,5.88501764929183,21.186063537450586,False,False,False,False,False
8211,2008-02-02 16:47:30,116.32385,39.77563,10.0,4382.81878850183,7.304697980836383,26.296912731010977,False,False,False,False,False
8211,2008-02-02 16:56:25,116.32284,39.78882,8.916666666666666,1467.045221148104,2.74214060027683,9.871706160996588,False,False,False,False,False
8211,2008-02-02 17:06:24,116.32847,39.80065,9.983333333333333,1399.208564308903,2.3359074529363992,8.409266830571038,False,False,False,False,False
8211,2008-02-02 17:16:24,116.31815,39.82791,10.0,3153.059960788199,5.255099934646998,18.918359764729196,False,False,False,False,False
8211,2008-02-02 17:26:24,116.43128,39.83085,10.0,9690.107421082148,16.15017903513691,58.140644526492885,False,False,False,False,True
8211,2008-02-02 17:36:24,116.48395,39.90819,10.0,9697.765048143561,16.162941746905936,58.186590288861375,False,False,False,False,True
8211,2008-02-02 17:46:24,116.4602,39.93276,10.0,3400.762513111459,5.667937521852432,20.404575078668756,False,False,False,False,False
8211,2008-02-02 17:54:14,116.45091,39.93324,7.833333333333333,795.870236015082,1.6933409276916638,6.096027339689989,False,False,False,False,False
8211,2008-02-02 18:04:14,116.44489,39.94674,10.0,1584.799235293097,2.641332058821828,9.508795411758582,False,False,False,False,False
8211,2008-02-02 18:13:27,116.44367,39.8255,9.216666666666667,13461.978095918956,24.34354086061294,87.63674709820658,False,False,False,False,True
8211,2008-02-02 18:14:14,116.43517,39.92567,0.7833333333333333,11145.84537013421,237.1456461730683,853.7243262230459,False,True,False,True,False
8211,2008-02-02 18:15:32,116.4341,39.92283,1.3,328.3334526896696,4.209403239611149,15.153851662600136,False,False,False,False,False
8211,2008-02-02 18:25:15,116.42075,39.92501,9.716666666666667,1166.658254252267,2.0011290810502005,7.204064691780722,False,False,False,False,False
8211,2008-02-02 18:35:15,116.40008,39.93217,10.0,1937.5390795661872,3.229231799276979,11.625234477397123,False,False,False,False,False
8211,2008-02-02 18:41:32,116.38754,39.92235,6.283333333333333,1529.0468268561651,4.05582712693943,14.60097765698195,False,False,False,False,False
8211,2008-02-02 18:51:32,116.40055,39.90809,10.0,1935.006799833124,3.225011333055207,11.610040798998744,False,False,False,False,False
8211,2008-02-02 19:01:32,116.40493,39.90649,10.0,414.52801651771216,0.6908800275295203,2.487168099106273,False,False,False,False,False
8211,2008-02-02 19:10:44,116.44229,39.90625,9.2,3194.778708139653,5.7876425872095165,20.83551331395426,False,False,False,False,False
8211,2008-02-02 19:17:52,116.45499,39.90444,7.133333333333334,1104.4366081381618,2.5804593648087892,9.289653713311642,False,False,False,False,False
8211,2008-02-02 19:27:52,116.48715,39.90579,10.0,2754.1458285723447,4.590243047620574,16.524874971434066,False,False,False,False,False
8211,2008-02-02 19:30:01,116.49315,39.90649,2.15,518.9176155553752,4.02261717484787,14.481421829452332,False,False,False,False,False
8211,2008-02-02 22:48:04,116.31103,39.90621,198.05,15573.182277069367,1.3105429838483016,4.717954741853886,False,False,False,False,False
