taxi_id,datetime_str,longitude,latitude,time_diff,distance,speed_mps,speed_kmph,is_outlier_time,is_outlier_speed,is_outlier_distance,is_outlier,is_speeding
2305,2008-02-02 13:42:14,116.32223,39.93748,,,,,False,False,False,False,False
2305,2008-02-02 13:49:08,116.31347,39.92815,6.9,1278.2212612240903,3.087490969140315,11.114967488905133,False,False,False,False,False
2305,2008-02-02 14:17:53,116.3547,39.96597,28.75,5481.70974587492,3.177802751231838,11.440089904434616,False,False,False,False,False
2305,2008-02-02 14:45:13,116.36412,39.92253,27.333333333333332,4890.023573301445,2.9817216910374666,10.73419808773488,False,False,False,False,False
2305,2008-02-02 16:12:44,116.42795,39.93338,87.51666666666667,5587.824223373769,1.0641447768755987,3.8309211967521555,False,False,False,False,False
2305,2008-02-02 16:30:03,116.45805,39.9325,17.316666666666666,2574.7223844038162,2.4780773670874074,8.921078521514668,False,False,False,False,False
2305,2008-02-02 16:39:05,116.43068,39.93168,9.033333333333333,2341.314491586413,4.319768434661279,15.551166364780606,False,False,False,False,False
2305,2008-02-02 16:40:43,116.43047,39.9375,1.6333333333333333,646.4634940760351,6.59656626608199,23.747638557895165,False,False,False,False,False
2305,2008-02-02 16:54:37,116.42048,39.93502,13.9,897.1795460425524,1.0757548513699668,3.8727174649318807,False,False,False,False,False
2305,2008-02-02 16:59:06,116.43497,39.93957,4.483333333333333,1337.5656289876233,4.972362933039492,17.900506558942173,False,False,False,False,False
2305,2008-02-02 17:20:12,116.4726,39.97792,21.1,5335.728590489128,4.2146355375111595,15.172687935040175,False,False,False,False,False
2305,2008-02-02 17:32:38,116.50968,39.94618,12.433333333333334,4738.914766057366,6.35243266227529,22.868757584191044,False,False,False,False,False
2305,2008-02-02 18:21:45,116.46405,39.98407,49.11666666666667,5735.662223603178,1.9462715383790898,7.0065775381647235,False,False,False,False,False
2305,2008-02-02 18:40:08,116.4837,39.97712,18.383333333333333,1847.361497659778,1.6748517657840236,6.0294663568224856,False,False,False,False,False
